Type,Service Request No,Created Date,Completed Date,Location,Outcome,x_coord,y_coord,zip_code,ward,police_district,community_area
Street Lights - All/Out,13-00835397,26-Jun-13,30-Jun-13,600 N OAKLEY BLVD ,Found Open Cables - Repaired,1160965.704,1903956.14,60612,26,12,24
Street Lights - All/Out,13-00835403,26-Jun-13,28-Jun-13,5800 W SCHOOL ST ,Grounded Circuit,1137126.976,1921350.782,60634,38,16,15
Street Lights - All/Out,13-00835419,26-Jun-13,1-Jul-13,6200 N GLENWOOD AVE ,Grounded Circuit,1165851.151,1941293.095,60660,40,24,77
Street Lights - All/Out,13-00835434,26-Jun-13,2-Jul-13,9300 S JEFFERY AVE ,Service Street Light Controller,1191135.162,1843698.599,60617,8,4,48
Street Lights - All/Out,13-00835436,26-Jun-13,2-Jul-13,11100 S DRAKE AVE ,Remade Splices,1154668.958,1830767.276,60655,19,22,74
Street Lights - All/Out,13-00835465,26-Jun-13,2-Jul-13,9300 S HOYNE AVE ,Service Street Light Controller,1164098.791,1842960.62,60643,19,22,72
Street Lights - All/Out,13-00835472,27-Jun-13,3-Jul-13,1217 E 71ST ST ,Service Street Light Controller,1185630.62,1858181.346,60619,5,3,69
Street Lights - All/Out,13-00835478,27-Jun-13,1-Jul-13,3600 W IOWA ST ,Service Street Light Controller,1152217.514,1905764.557,60651,27,11,23
Street Lights - All/Out,13-00835512,27-Jun-13,3-Jul-13,100 S CICERO AVE ,Remade Com Ed Connection,1144405.453,1899142.23,60644,28,15,25
Street Lights - All/Out,13-00835512,27-Jun-13,3-Jul-13,100 S CICERO AVE ,Straighten & Secure Electrical Equipment,1144405.453,1899142.23,60644,28,15,25
Street Lights - All/Out,13-00835514,27-Jun-13,2-Jul-13,1400 W 51ST ST ,Remade Com Ed Connection,1167861.332,1870933.472,60609,16,9,61
Street Lights - All/Out,13-00835547,27-Jun-13,3-Jul-13,7100 S EMERALD AVE ,Restrung Aerial,1172572.51,1857794.574,60621,6,7,68
Street Lights - All/Out,13-00835622,27-Jun-13,1-Jul-13,510 W SURF ST ,Relamped,1172338.15,1919404.384,60657,44,19,6
Street Lights - All/Out,13-00835776,27-Jun-13,2-Jul-13,3431 W 26TH ST ,Remade Com Ed Connection,1153784.172,1886515.896,60623,22,10,30
Street Lights - All/Out,13-00836010,27-Jun-13,1-Jul-13,3543 W 57TH ST ,Grounded Circuit,1153772.531,1866587.151,60629,14,8,63
Street Lights - All/Out,13-00836689,27-Jun-13,1-Jul-13,1300 W CHESTNUT ST ,Found Open in Temp - Repaired,1167547.736,1906143.81,60642,27,12,24
Street Lights - All/Out,13-00836737,27-Jun-13,2-Jul-13,600 N AVERS AVE ,Service Street Light Controller,1150616.283,1903729.784,60624,27,11,23
Street Lights - All/Out,13-00836919,27-Jun-13,3-Jul-13,7401 S UNION AVE ,Remade Splices,1172913.83,1855807.732,60621,17,7,68
Street Lights - All/Out,13-00837158,27-Jun-13,2-Jul-13,5107 W WASHINGTON BLVD ,Replaced Remote,1142301.491,1900023.087,60644,28,15,25
Street Lights - All/Out,13-00837427,27-Jun-13,27-Jun-13,1800 W HASTINGS ST ,Replaced Relay,1164588.645,1893764.971,60608,2,12,28
Street Lights - All/Out,13-00838008,27-Jun-13,29-Jun-13,7942 S WASHTENAW AVE ,Found Open Cables - Repaired,1159757.776,1851848.966,60652,18,8,70
Street Lights - All/Out,13-00838728,27-Jun-13,28-Jun-13,1800 S LAKE SHORE DR W,Grounded Circuit,1179464.553,1891641.067,60616,2,1,33
Street Lights - All/Out,13-00838911,27-Jun-13,2-Jul-13,5710 S TROY ST ,Found Open in Temp - Repaired,1156357.845,1866562.113,60629,14,8,63
Street Lights - All/Out,13-00839535,27-Jun-13,1-Jul-13,6600 S WHIPPLE ST ,Service Street Light Controller,1157186.99,1860713.366,60629,15,8,66
Street Lights - All/Out,13-00839965,27-Jun-13,28-Jun-13,4400 S ELLIS AVE ,Replaced Fuse,1183661.725,1876042.844,60653,4,2,39
Street Lights - All/Out,13-00839975,27-Jun-13,28-Jun-13,4400 S BERKELEY AVE ,Replaced Remote,1183993.976,1876050.958,60653,4,2,39
Street Lights - All/Out,13-00839988,27-Jun-13,28-Jun-13,4300 S GREENWOOD AVE ,Service Street Light Controller,1184309.361,1876721.394,60653,4,2,39
Street Lights - All/Out,13-00840343,27-Jun-13,2-Jul-13,6401 W ADDISON ST ,Remade Splices,1133053.501,1923264.167,60634,36,16,17
Street Lights - All/Out,13-00840551,27-Jun-13,1-Jul-13,9801 S AVENUE L  ,Remade Splices,1201797.36,1840729.934,60617,10,4,52
Street Lights - All/Out,13-00840573,27-Jun-13,9-Jul-13,5175 N NORTHWEST HWY ,Remade Splices,1138137.564,1933848.501,60630,45,16,11
Street Lights - All/Out,13-00840853,27-Jun-13,30-Jun-13,2531 N SHEFFIELD AVE ,Grounded Circuit,1169190.582,1917122.78,60614,43,19,7
Street Lights - All/Out,13-00841382,27-Jun-13,28-Jun-13,2313 S OAKLEY AVE ,Service Street Light Controller,1161398.108,1888553.653,60608,25,10,31
Street Lights - All/Out,13-00841561,27-Jun-13,28-Jun-13,146 E CHESTNUT ST ,Service Street Light Controller,1177334.864,1906359.707,60611,42,18,8
Street Lights - All/Out,13-00842049,27-Jun-13,1-Jul-13,1606 W 18TH PL ,Restrung Aerial,1166012.501,1891145.181,60608,25,12,31
Street Lights - All/Out,13-00842129,27-Jun-13,28-Jun-13,5199 W GUNNISON ST ,Replaced Powerdoor,1140830.744,1931971.586,60630,45,16,11
Street Lights - All/Out,13-00842683,27-Jun-13,12-Jul-13,1800 N OAK PARK AVE ,Replaced Remote,1130802.563,1911223.679,60707,36,25,25
Street Lights - All/Out,13-00842757,27-Jun-13,28-Jun-13,2216 W 23RD PL ,Service Street Light Controller,1161962.989,1888376.467,60608,25,10,31
Street Lights - All/Out,13-00843223,27-Jun-13,3-Jul-13,6144 S CARPENTER ST ,Reset Breaker,1170366.462,1864065.535,60621,16,7,68
Street Lights - All/Out,13-00843256,27-Jun-13,1-Jul-13,55 W JACKSON BLVD ,Reset Breaker,1175844.684,1898976.818,60604,2,1,32
Street Lights - All/Out,13-00843339,27-Jun-13,1-Jul-13,6339 S ELLIS AVE ,Remade Splices,1184145.67,1863170.135,60637,20,3,42
Street Lights - All/Out,13-00843340,27-Jun-13,3-Jul-13,1914 W WILSON AVE ,Grounded Circuit,1162833.055,1930567.854,60640,47,19,4
Street Lights - All/Out,13-00843367,27-Jun-13,2-Jul-13,5532 W 63RD PL ,Remade Splices,1140618.959,1861919.277,60638,13,8,64
Street Lights - All/Out,13-00843369,27-Jun-13,2-Jul-13,1819 S LEAVITT ST ,Service Street Light Controller,1161990.516,1891173.03,60608,25,12,31
Street Lights - All/Out,13-00843379,27-Jun-13,1-Jul-13,9100 S EGGLESTON AVE ,Service Street Light Controller,1174877.63,1844559.79,60620,21,22,73
Street Lights - All/Out,13-00843382,27-Jun-13,29-Jun-13,4600 N ST LOUIS AVE ,Grounded Circuit,1152224.359,1930345.491,60625,33,17,14
Street Lights - All/Out,13-00843394,27-Jun-13,2-Jul-13,10613 S SAWYER AVE ,Replaced Relay,1156562.303,1834037.725,60655,19,22,74
Street Lights - All/Out,13-00843407,27-Jun-13,1-Jul-13,7300 S CLAREMONT AVE ,Service Street Light Controller,1162000.713,1856198.089,60636,18,8,66
Street Lights - All/Out,13-00843408,27-Jun-13,1-Jul-13,4047 N LINCOLN AVE ,Reset Breaker,1162080.681,1926977.4,60618,47,19,5
Street Lights - All/Out,13-00843447,27-Jun-13,1-Jul-13,4645 N LAWLER AVE ,Service Street Light Controller,1141869.75,1930365.876,60630,45,16,15
Street Lights - All/Out,13-00843451,27-Jun-13,2-Jul-13,5231 S LOTUS AVE ,Found Open in Temp - Repaired,1140914.917,1869381.398,60638,23,8,56
Street Lights - All/Out,13-00843457,27-Jun-13,2-Jul-13,7300 S SOUTH CHICAGO AVE ,Service Street Light Controller,1184165.043,1856818.972,60619,5,3,69
Street Lights - All/Out,13-00843460,27-Jun-13,2-Jul-13,4200 W OGDEN AVE ,Reset Breaker,1148752.075,1888288.08,60623,22,10,29
Street Lights - All/Out,13-00843470,27-Jun-13,1-Jul-13,3000 W FULLERTON AVE ,Remade Com Ed Connection,1155970.192,1915805.225,60647,35,14,22
Street Lights - All/Out,13-00843479,27-Jun-13,1-Jul-13,9000 S PARNELL AVE ,Service Street Light Controller,1174211.156,1845273.225,60620,21,22,71
Street Lights - All/Out,13-00843489,27-Jun-13,1-Jul-13,6301 N GLENWOOD AVE ,Service Street Light Controller,1165829.702,1941997.78,60660,40,24,77
Street Lights - All/Out,13-00843505,27-Jun-13,2-Jul-13,5959 S MOZART ST ,Grounded Circuit,1158398.541,1865000.633,60629,16,8,66
Street Lights - All/Out,13-00843524,27-Jun-13,2-Jul-13,4053 S ARCHER AVE ,Grounded Circuit,1158363.786,1877653.783,60632,12,9,58
Street Lights - All/Out,13-00843534,27-Jun-13,2-Jul-13,6700 S EVANS AVE ,Restrung Aerial,1182370.774,1860751.82,60637,6,3,42
Street Lights - All/Out,13-00843547,27-Jun-13,2-Jul-13,3800 S CALIFORNIA AVE ,Service Street Light Controller,1158325.372,1879326.59,60632,12,9,58
Street Lights - All/Out,13-00843555,27-Jun-13,1-Jul-13,146 N LAPORTE AVE ,Relamped,1143357.8,1900527.43,60644,28,15,25
Street Lights - All/Out,13-00843560,27-Jun-13,3-Jul-13,9242 S ANTHONY AVE ,Relamped,1196656.303,1844197.796,60617,7,4,48
Street Lights - All/Out,13-00843565,27-Jun-13,11-Jul-13,1444 N CENTRAL PARK AVE ,Grounded Circuit,1152096.561,1909470.34,60651,26,25,23
Street Lights - All/Out,13-00843571,27-Jun-13,2-Jul-13,5500 N NEW ENGLAND AVE ,Found Open Cables - Repaired,1129589.317,1936150.69,60656,41,16,10
Street Lights - All/Out,13-00843617,27-Jun-13,3-Jul-13,1439 W GARFIELD BLVD ,Service Street Light Controller,1167575.62,1868135.236,60636,16,7,67
Street Lights - All/Out,13-00843657,27-Jun-13,3-Jul-13,1600 W 74TH ST ,Service Street Light Controller,1166965.547,1855647.075,60636,17,7,67
Street Lights - All/Out,13-00843669,27-Jun-13,3-Jul-13,800 S OAKLEY BLVD ,Found Open in Temp - Repaired,1161178.908,1896384.978,60612,25,12,28
Street Lights - All/Out,13-00843684,27-Jun-13,2-Jul-13,13000 S BURLEY AVE ,Found Open in Temp - Repaired,1199748.468,1819398.779,60633,10,4,55
Street Lights - All/Out,13-00843719,27-Jun-13,2-Jul-13,1331 S CALIFORNIA BLVD ,Restrung Aerial,1157899.357,1893670.014,60608,28,10,29
Street Lights - All/Out,13-00843731,27-Jun-13,2-Jul-13,4600 N DAMEN AVE ,Service Street Light Controller,1162181.008,1930550.174,60625,47,19,4
Street Lights - All/Out,13-00843732,27-Jun-13,2-Jul-13,3600 S PAULINA ST ,Found Open in Temp - Repaired,1165605.455,1880851.962,60609,11,9,59
Street Lights - All/Out,13-00843762,27-Jun-13,2-Jul-13,4400 W RICE ST ,Replaced Fuse,1146884.41,1905307.64,60651,37,11,23
Street Lights - All/Out,13-00843788,27-Jun-13,2-Jul-13,5824 S RUTHERFORD AVE ,Replaced Relay,1132392.525,1865172.564,60638,23,8,56
Street Lights - All/Out,13-00843822,27-Jun-13,1-Jul-13,3600 N BROADWAY  ,Found Low Voltage - Repaired,1170883.13,1924152.431,60613,46,19,6
Street Lights - All/Out,13-00843838,27-Jun-13,3-Jul-13,6000 S HERMITAGE AVE ,Replaced Fixture,1165707.436,1864904.431,60636,15,7,67
Street Lights - All/Out,13-00843844,27-Jun-13,3-Jul-13,7555 S WOOD ST ,Service Street Light Controller,1165661.743,1854533.66,60620,17,6,71
Street Lights - All/Out,13-00843898,28-Jun-13,1-Jul-13,7300 N ROGERS AVE ,Service Street Light Controller,1161720.364,1948242,60626,49,24,1
Street Lights - All/Out,13-00843899,28-Jun-13,1-Jul-13,2747 N SACRAMENTO AVE ,Replaced Relay,1155904.947,1918114.506,60647,35,14,22
Street Lights - All/Out,13-00843904,28-Jun-13,3-Jul-13,5600 S ELIZABETH ST ,Service Street Light Controller,1168944.425,1867642.555,60636,16,7,67
Street Lights - All/Out,13-00843908,28-Jun-13,2-Jul-13,2939 W HARRISON ST ,Reset Breaker,1156868.212,1897226.411,60612,2,11,27
Street Lights - All/Out,13-00843916,28-Jun-13,2-Jul-13,3700 S WINCHESTER AVE ,Found Open in Temp - Repaired,1163957.784,1880148.762,60609,11,9,59
Street Lights - All/Out,13-00843922,28-Jun-13,2-Jul-13,4300 N ASHLAND AVE ,Restrung Aerial,1164882.703,1928629.521,60613,47,19,6
Street Lights - All/Out,13-00843923,28-Jun-13,2-Jul-13,6848 S EVANS AVE ,Service Street Light Controller,1182395.637,1859768.133,60637,6,3,42
Street Lights - All/Out,13-00843934,28-Jun-13,3-Jul-13,1700 N MCVICKER AVE ,Relamped,1135815.976,1910674.767,60639,29,25,25
Street Lights - All/Out,13-00843983,28-Jun-13,2-Jul-13,10416 S HAMILTON AVE ,Service Street Light Controller,1163883.175,1835541.707,60643,19,22,72
Street Lights - All/Out,13-00844009,28-Jun-13,3-Jul-13,5732 W LE MOYNE ST ,Restrung Aerial,1137733.471,1909394.614,60651,29,25,25
Street Lights - All/Out,13-00845077,28-Jun-13,1-Jul-13,8351 W BERTEAU AVE ,Replaced Fixture,1119574.62,1926836.773,60634,36,16,17
Street Lights - All/Out,13-00845313,28-Jun-13,3-Jul-13,6628 S JUSTINE ST ,Relamped,1167147.186,1860772.415,60636,17,7,67
Street Lights - All/Out,13-00845459,28-Jun-13,2-Jul-13,2854 N ELSTON AVE ,Replaced Starter,1159505.827,1918889.988,60618,1,14,21
Street Lights - All/Out,13-00846830,28-Jun-13,1-Jul-13,4000 N WOLCOTT AVE ,Reset Breaker,1162960.737,1926581.07,60613,47,19,5
Street Lights - All/Out,13-00847491,28-Jun-13,1-Jul-13,962 W 37TH PL ,Grounded Circuit,1170554.216,1880129.238,60609,11,9,60
Street Lights - All/Out,13-00847784,28-Jun-13,2-Jul-13,6000 S ARCHER AVE ,Restrung Aerial,1138839.08,1868432.61,60638,23,8,56
Street Lights - All/Out,13-00847946,28-Jun-13,2-Jul-13,1639 S HAMLIN AVE ,Replaced Circuit Breaker,1151320.814,1891515.418,60623,24,10,29
Street Lights - All/Out,13-00848878,28-Jun-13,29-Jun-13,143 S MICHIGAN AVE ,Service Street Light Controller,1177324.091,1899759.446,60603,42,1,32
Street Lights - All/Out,13-00848988,28-Jun-13,1-Jul-13,2600 S NORMAL AVE ,Service Street Light Controller,1173175.672,1887021.976,60616,11,9,60
Street Lights - All/Out,13-00849166,28-Jun-13,29-Jun-13,12917 S EMERALD AVE ,Relamped,1173684.843,1819209.994,60628,34,5,53
Street Lights - All/Out,13-00849854,28-Jun-13,29-Jun-13,2400 W HOMER ST ,Service Street Light Controller,1160056.084,1912888.698,60647,1,14,22
Street Lights - All/Out,13-00849857,28-Jun-13,1-Jul-13,4100 W KINZIE ST ,Wire Cut - Repaired,1148988.14,1902269.207,60624,28,11,26
Street Lights - All/Out,13-00849865,28-Jun-13,1-Jul-13,4200 W KINZIE ST ,Replaced Fuse,1148318.55,1902253.241,60624,28,11,26
Street Lights - All/Out,13-00849866,28-Jun-13,1-Jul-13,4300 W KINZIE ST ,Replaced Starter,1147650,1902236.684,60624,28,11,26
Street Lights - All/Out,13-00849881,28-Jun-13,2-Jul-13,8808 S YALE AVE ,Restrung Aerial,1176032.39,1846525.77,60620,21,6,49
Street Lights - All/Out,13-00849915,28-Jun-13,12-Jul-13,1 S ALBANY AVE ,Service Street Light Controller,1155911.174,1899859.597,60612,28,11,27
Street Lights - All/Out,13-00850219,28-Jun-13,2-Jul-13,5100 N FRANCISCO AVE ,Reset Breaker,1156114.796,1933741.46,60625,40,20,4
Street Lights - All/Out,13-00850262,28-Jun-13,30-Jun-13,2000 W 18TH PL ,Grounded Circuit,1163330.401,1891074.29,60608,25,12,31
Street Lights - All/Out,13-00850507,28-Jun-13,28-Jun-13,2700 W 23RD PL ,Service Street Light Controller,1158733.754,1888290.454,60608,12,10,30
Street Lights - All/Out,13-00850721,28-Jun-13,3-Jul-13,6300 S NORMAL BLVD ,Found Open in Temp - Repaired,1174036.437,1863142.533,60621,20,7,68
Street Lights - All/Out,13-00850910,28-Jun-13,2-Jul-13,2600 W BERWYN AVE ,Straighten & Secure Electrical Equipment,1158059.82,1935103.849,60625,40,20,4
Street Lights - All/Out,13-00850942,28-Jun-13,3-Jul-13,3006 W ROOSEVELT RD ,Service Street Light Controller,1156480.638,1894559.833,60612,28,11,29
Street Lights - All/Out,13-00851199,28-Jun-13,29-Jun-13,8500 S DORCHESTER AVE ,Replaced Remote,1187018.014,1848903.169,60619,8,4,45
Street Lights - All/Out,13-00851464,28-Jun-13,1-Jul-13,3652 N PINE GROVE AVE ,Service Street Light Controller,1171154.998,1924789.389,60613,46,19,6
Street Lights - All/Out,13-00851481,28-Jun-13,3-Jul-13,7300 S VINCENNES AVE ,Reset Breaker,1176231.86,1856574.714,60621,17,7,69
Street Lights - All/Out,13-00851482,28-Jun-13,3-Jul-13,8900 S CLAREMONT AVE ,Remade Splices,1162269.5,1845237.39,60643,19,22,72
Street Lights - All/Out,13-00851485,28-Jun-13,2-Jul-13,6200 N ORIOLE AVE ,Restrung Aerial,1124686.059,1940625.602,60631,41,16,10
Street Lights - All/Out,13-00851486,28-Jun-13,2-Jul-13,5400 S BISHOP ST ,Found Open in Temp - Repaired,1167584.2,1868934.857,60609,16,9,61
Street Lights - All/Out,13-00851494,28-Jun-13,1-Jul-13,3133 N NORMANDY AVE ,Restrung Aerial,1131205.652,1920091.498,60634,36,25,18
Street Lights - All/Out,13-00851505,28-Jun-13,3-Jul-13,3300 W CUYLER AVE ,Replaced Remote,1153665.996,1926750.85,60618,33,17,16
Street Lights - All/Out,13-00851542,28-Jun-13,2-Jul-13,2266 E 98TH ST ,Service Street Light Controller,1193041.751,1840178.226,60617,7,4,51
Street Lights - All/Out,13-00851544,28-Jun-13,3-Jul-13,1500 N MASSASOIT AVE ,Replaced Photo Cell,1137733.471,1909394.614,60651,29,25,25
Street Lights - All/Out,13-00851549,28-Jun-13,4-Jul-13,8200 S PRAIRIE AVE ,Remade Splices,1179458.653,1850693.218,60619,6,6,44
Street Lights - All/Out,13-00851559,28-Jun-13,3-Jul-13,300 W 110TH PL ,Grounded Circuit,1176250.367,1831653.463,60628,34,5,49
Street Lights - All/Out,13-00851575,28-Jun-13,13-Jul-13,9600 S AVALON AVE ,Restrung Aerial,1186219.889,1841562.329,60628,8,5,50
Street Lights - All/Out,13-00851594,28-Jun-13,2-Jul-13,345 N CLAREMONT AVE ,Restrung Aerial,1160684.27,1902191.889,60612,27,12,28
Street Lights - All/Out,13-00851595,28-Jun-13,2-Jul-13,2800 W MADISON ST ,Restrung Aerial,1157729.26,1899898.153,60612,2,12,27
Street Lights - All/Out,13-00851596,28-Jun-13,2-Jul-13,2801 W FIFTH AVE ,Grounded Circuit,1157561.44,1899838.5,60612,2,11,27
Street Lights - All/Out,13-00851600,28-Jun-13,1-Jul-13,8158 W BELMONT AVE ,Grounded Circuit,1121062.05,1920278.075,60634,36,16,17
Street Lights - All/Out,13-00851635,28-Jun-13,30-Jun-13,3400 W 64TH PL ,Restrung Aerial,1154839.415,1861642.275,60629,15,8,66
Street Lights - All/Out,13-00851636,28-Jun-13,2-Jul-13,1800 W 74TH ST ,Restrung Aerial,1165631.24,1855614.598,60636,17,7,67
Street Lights - All/Out,13-00851678,28-Jun-13,1-Jul-13,4333 N KILPATRICK AVE ,Remade Splices,1143925.906,1928496.61,60641,45,17,15
Street Lights - All/Out,13-00851684,28-Jun-13,29-Jun-13,3200 W HIRSCH ST ,Found Open in Temp - Repaired,1154771.075,1909132.886,60651,26,14,23
Street Lights - All/Out,13-00851697,28-Jun-13,2-Jul-13,8634 S VERNON AVE ,Found Open in Temp - Repaired,1180865.018,1847842.262,60619,6,6,44
Street Lights - All/Out,13-00851699,28-Jun-13,2-Jul-13,2600 S TRUMBULL AVE ,Service Street Light Controller,1153784.172,1886515.896,60623,22,10,30
Street Lights - All/Out,13-00851700,28-Jun-13,2-Jul-13,2200 E 93RD ST ,Remade Splices,1192463.78,1843732.79,60617,7,4,48
Street Lights - All/Out,13-00851717,28-Jun-13,2-Jul-13,1900 W DIVISION ST ,Grounded Circuit,1163513.126,1908015.013,60622,1,14,24
Street Lights - All/Out,13-00851720,28-Jun-13,3-Jul-13,1700 W HASTINGS ST ,Restrung Aerial,1165255.744,1893783.155,60608,2,12,28
Street Lights - All/Out,13-00851721,28-Jun-13,2-Jul-13,4700 W GRACE ST ,Found Open in Temp - Repaired,1144390.531,1924849.492,60641,38,17,15
Street Lights - All/Out,13-00851727,28-Jun-13,2-Jul-13,2200 S ARCHER AVE ,Straighten & Secure Electrical Equipment,1174553.561,1889748.148,60616,25,9,34
Street Lights - All/Out,13-00851730,28-Jun-13,3-Jul-13,11100 S WENTWORTH AVE ,Remade Splices,1176914.711,1831337.367,60628,34,5,49
Street Lights - All/Out,13-00851733,28-Jun-13,2-Jul-13,3200 N BROADWAY  ,Relamped,1171687.115,1921495.425,60657,44,19,6
Street Lights - All/Out,13-00851755,29-Jun-13,3-Jul-13,8700 S MUSKEGON AVE ,Grounded Circuit,1196519.81,1847833.127,60617,7,4,46
Street Lights - All/Out,13-00851762,29-Jun-13,30-Jun-13,3210 N PARIS AVE ,Found Open in Temp - Repaired,1121192.35,1920343.775,60634,36,16,17
Street Lights - All/Out,13-00851765,29-Jun-13,2-Jul-13,2542 N NORMANDY AVE ,Service Street Light Controller,1131323.195,1916167.73,60707,36,25,18
Street Lights - All/Out,13-00851781,29-Jun-13,1-Jul-13,2808 W HENDERSON ST ,Service Street Light Controller,1157068.103,1922049.76,60618,33,17,21
Street Lights - All/Out,13-00851782,29-Jun-13,1-Jul-13,1904 W IRVING PARK RD ,Service Street Light Controller,1162934.037,1926580.37,60613,47,19,5
Street Lights - All/Out,13-00851822,29-Jun-13,2-Jul-13,900 E 67TH ST ,Replaced Fixture,1183376.07,1860776.459,60637,5,3,42
Street Lights - All/Out,13-00852075,29-Jun-13,2-Jul-13,1300 W 31ST ST ,Grounded Circuit,1168125.624,1884234.858,60608,11,9,60
Street Lights - All/Out,13-00852740,29-Jun-13,2-Jul-13,4000 W ADAMS ST ,Replaced Relay,1149761.051,1898711.837,60624,28,11,26
Street Lights - All/Out,13-00852783,29-Jun-13,1-Jul-13,7100 S HERMITAGE AVE ,Grounded Circuit,1165907.855,1857611.713,60636,17,7,67
Street Lights - All/Out,13-00853064,29-Jun-13,3-Jul-13,9800 S MERRION AVE ,Replaced Fixture,1192699.844,1840190.366,60617,7,4,51
Street Lights - All/Out,13-00853193,29-Jun-13,1-Jul-13,5329 W AGATITE AVE ,Service Street Light Controller,1140020.107,1929072.08,60630,45,16,15
Street Lights - All/Out,13-00853982,29-Jun-13,2-Jul-13,3400 W FULTON BLVD ,Grounded Circuit,1153663.686,1901791.516,60624,28,11,27
Street Lights - All/Out,13-00853995,29-Jun-13,2-Jul-13,6847 S CHAMPLAIN AVE ,Service Street Light Controller,1181745.349,1859754.98,60637,6,3,42
Street Lights - All/Out,13-00854003,29-Jun-13,2-Jul-13,400 W BELMONT AVE ,Reset Breaker,1173005.191,1921539.951,60657,44,19,6
Street Lights - All/Out,13-00854012,29-Jun-13,2-Jul-13,400 E 95TH ST ,Restrung Aerial,1180584.487,1842069.077,60619,9,6,49
Street Lights - All/Out,13-00854017,29-Jun-13,3-Jul-13,11014 S LOWE AVE ,Remade Com Ed Connection,1173937.801,1831836.722,60628,34,22,49
Street Lights - All/Out,13-00854026,29-Jun-13,2-Jul-13,6222 S FRANCISCO AVE ,Found Open in Temp - Repaired,1158115.517,1863248.471,60629,15,8,66
Street Lights - All/Out,13-00854028,29-Jun-13,2-Jul-13,5700 S FRANCISCO AVE ,Grounded Circuit,1158017.131,1866713.296,60629,14,8,63
Street Lights - All/Out,13-00854036,29-Jun-13,2-Jul-13,8545 S BISHOP ST ,Replaced Socket,1168156.68,1848078.3,60620,21,6,71
Street Lights - All/Out,13-00854039,29-Jun-13,3-Jul-13,12112 S WENTWORTH AVE ,Replaced Fuse,1177121.731,1824597.79,60628,9,5,53
Street Lights - All/Out,13-00854046,29-Jun-13,2-Jul-13,1726 W HASTINGS ST ,Service Street Light Controller,1165026.435,1893777.085,60608,2,12,28
Street Lights - All/Out,13-00854047,29-Jun-13,1-Jul-13,5800 N CALIFORNIA AVE ,Service Street Light Controller,1156630.526,1938402.43,60659,40,20,2
Street Lights - All/Out,13-00854049,29-Jun-13,1-Jul-13,3099 S LOOMIS ST ,Service Street Light Controller,1169271.81,1884265.769,60608,11,9,60
Street Lights - All/Out,13-00854058,29-Jun-13,1-Jul-13,3000 N KILBOURN AVE ,Service Street Light Controller,1145860.038,1919565.67,60641,31,25,20
Street Lights - All/Out,13-00854060,29-Jun-13,2-Jul-13,3300 N RIDGEWAY AVE ,Replaced Photo Cell,1150810.064,1921681.524,60618,30,17,21
Street Lights - All/Out,13-00854068,29-Jun-13,2-Jul-13,4800 W GRACE ST ,Service Street Light Controller,1143694.325,1924831.594,60641,45,16,15
Street Lights - All/Out,13-00854072,29-Jun-13,3-Jul-13,4700 S CALIFORNIA AVE ,Replaced Fixture,1158494.119,1873375.829,60632,14,9,58
Street Lights - All/Out,13-00854076,29-Jun-13,2-Jul-13,2655 S DRAKE AVE ,Service Street Light Controller,1153130.113,1886128.123,60623,22,10,30
Street Lights - All/Out,13-00854080,29-Jun-13,2-Jul-13,11200 S LAFLIN ST ,Service Street Light Controller,1168112.39,1830481.892,60643,34,22,75
Street Lights - All/Out,13-00854094,29-Jun-13,1-Jul-13,2649 W BRYN MAWR AVE ,Replaced Circuit Breaker,1157597.595,1937090.529,60659,40,20,4
Street Lights - All/Out,13-00854117,29-Jun-13,1-Jul-13,4400 N CENTRAL AVE ,Service Street Light Controller,1138216.057,1928698.95,60630,38,16,15
Street Lights - All/Out,13-00854120,29-Jun-13,2-Jul-13,923 W 85TH ST ,Service Street Light Controller,1171548.072,1848469.058,60620,21,6,71
Street Lights - All/Out,13-00854129,29-Jun-13,2-Jul-13,2141 E 98TH PL ,Restrung Aerial,1191995.73,1840109.47,60617,7,4,51
Street Lights - All/Out,13-00854144,29-Jun-13,2-Jul-13,8200 W ADDISON ST ,Found Open in Temp - Repaired,1120766.31,1922908.567,60634,36,16,17
Street Lights - All/Out,13-00854160,29-Jun-13,3-Jul-13,7400 S HALSTED ST ,Service Street Light Controller,1172248.221,1855794.733,60621,17,7,68
Street Lights - All/Out,13-00854179,29-Jun-13,2-Jul-13,8745 S HALSTED ST ,Remade Splices,1172505.861,1846837.926,60620,21,22,71
Street Lights - All/Out,13-00854180,29-Jun-13,1-Jul-13,1200 N DAMEN AVE ,Replaced Photo Cell,1162850.16,1907995.7,60622,1,14,24
Street Lights - All/Out,13-00854182,29-Jun-13,2-Jul-13,4146 W FIFTH AVE ,Found Open in Temp - Repaired,1148770.806,1896496.939,60624,24,11,26
Street Lights - All/Out,13-00854190,29-Jun-13,2-Jul-13,8741 S RACINE AVE ,Found Open in Temp - Repaired,1169851.704,1846823.705,60620,21,22,71
Street Lights - All/Out,13-00854258,30-Jun-13,2-Jul-13,7900 S HAMLIN AVE ,Service Street Light Controller,1152425.332,1851918.084,60652,18,8,70
Street Lights - All/Out,13-00854268,30-Jun-13,3-Jul-13,400 E 75TH ST ,Service Street Light Controller,1180206.711,1855372.616,60619,6,3,69
Street Lights - All/Out,13-00854296,30-Jun-13,2-Jul-13,333 E 55TH PL ,Service Street Light Controller,1179280.363,1868292.066,60637,20,2,40
