Type,Service Request No,Created Date,Completed Date,Location,Outcome,x_coord,y_coord,zip_code,ward,police_district,community_area
Street Light - 1/Out,13-00370831,3-Apr-13,12-Apr-13,3434 E 126TH ST ,Found Low Voltage - Repaired,1201007.511,1821921.749,60633,10,4,55
Street Light - 1/Out,13-00370857,3-Apr-13,4-Apr-13,6577 N CALDWELL AVE ,Replaced Starter,1136522.271,1943193.062,60646,41,16,12
Street Light - 1/Out,13-00371104,3-Apr-13,16-May-13,1533 W 77TH ST ,Relamped,1167304.634,1853665.732,60620,17,6,71
Street Light - 1/Out,13-00371760,3-Apr-13,5-Apr-13,3802 W 45TH PL ,Found Open Cables - Repaired,1151752.197,1874201.43,60632,14,8,57
Street Light - 1/Out,13-00371790,3-Apr-13,5-Apr-13,3958 W 45TH ST ,Remade Splices,1150636.46,1874512.585,60632,14,8,57
Street Light - 1/Out,13-00371806,3-Apr-13,5-Apr-13,3801 W 46TH PL ,Replaced Powerdoor,1151787.572,1873534.31,60632,14,8,57
Street Light - 1/Out,13-00372275,3-Apr-13,4-Apr-13,5323 N ROCKWELL ST ,Relamped,1158050.897,1935367.41,60625,40,20,4
Street Light - 1/Out,13-00372964,3-Apr-13,11-Apr-13,9537 S CONSTANCE AVE ,Service Street Light Controller,1190197.64,1842089.41,60617,7,4,51
Street Light - 1/Out,13-00373426,3-Apr-13,4-Apr-13,1450 N BOSWORTH AVE ,Replaced Fixture,1165815.805,1909409.272,60642,1,14,24
Street Light - 1/Out,13-00373923,3-Apr-13,3-Apr-13,5824 N NEWARK AVE ,Replaced Pole Wire,1130275.011,1938262.554,60631,41,16,10
Street Light - 1/Out,13-00374257,3-Apr-13,5-Apr-13,4930 W KINZIE ST ,Replaced Starter,1143428.45,1902275.42,60644,28,15,25
Street Light - 1/Out,13-00374324,3-Apr-13,5-Apr-13,4920 W CHICAGO AVE ,Relamped,1143407.905,1904863.099,60651,37,15,25
Street Light - 1/Out,13-00374523,3-Apr-13,11-Apr-13,8148 S MERRILL AVE ,Service Street Light Controller,1191940.329,1851365.531,60617,8,4,46
Street Light - 1/Out,13-00374618,3-Apr-13,4-Apr-13,9042 S PRINCETON AVE ,Service Street Light Controller,1175941.59,1844704.04,60620,21,6,49
Street Light - 1/Out,13-00374660,3-Apr-13,5-Apr-13,601 N LARAMIE AVE ,Restrung Aerial,1141588.783,1903513.63,60644,28,15,25
Street Light - 1/Out,13-00374671,3-Apr-13,5-Apr-13,5051 W DIVISION ST ,Service Street Light Controller,1142377.09,1907517.68,60651,37,15,25
Street Light - 1/Out,13-00375299,3-Apr-13,11-Apr-13,9255 S KIMBARK AVE ,Service Street Light Controller,1186486.698,1843791.44,60619,8,4,47
Street Light - 1/Out,13-00375368,3-Apr-13,3-Apr-13,4311 N NORMANDY AVE ,Replaced Fixture,1131133.994,1927919.072,60634,38,16,17
Street Light - 1/Out,13-00375394,3-Apr-13,3-Apr-13,6401 W MONTROSE AVE ,Remade Splices,1132895.994,1928566.977,60634,38,16,17
Street Light - 1/Out,13-00375418,3-Apr-13,16-Apr-13,3432 W ARTHINGTON ST ,Replaced Fixture,1153630.416,1895829.511,60624,24,11,27
Street Light - 1/Out,13-00375420,3-Apr-13,3-Apr-13,5134 N MERRIMAC AVE ,Replaced Starter,1133557.37,1933962.89,60630,45,16,11
Street Light - 1/Out,13-00375667,3-Apr-13,5-Apr-13,1928 N BISSELL ST ,Relamped,1169661.43,1912929.96,60614,43,18,7
Street Light - 1/Out,13-00375708,3-Apr-13,4-Apr-13,3737 W 78TH ST ,Relamped,1152786.222,1852578.99,60652,18,8,70
Street Light - 1/Out,13-00375998,3-Apr-13,4-Apr-13,10700 S UNION AVE ,Replaced Photo Cell,1173541.188,1833911.928,60628,34,22,49
Street Light - 1/Out,13-00376025,3-Apr-13,4-Apr-13,8600 S SAGINAW AVE ,Relamped,1195319.406,1848463.869,60617,7,4,46
Street Light - 1/Out,13-00376143,3-Apr-13,4-Apr-13,6715 S KEDVALE AVE ,Found Open in Temp - Repaired,1149859.973,1859747.524,60629,13,8,65
Street Light - 1/Out,13-00376228,3-Apr-13,4-Apr-13,6839 W WABANSIA AVE ,Relamped,1130452.954,1910551.329,60707,36,25,25
Street Light - 1/Out,13-00376290,3-Apr-13,9-Apr-13,3500 S LAKE PARK AVE ,Remade Splices,1181847.62,1881916.771,60653,4,2,36
Street Light - 1/Out,13-00376396,3-Apr-13,8-Apr-13,11633 S PRINCETON AVE ,Service Street Light Controller,1176368.398,1827790.516,60628,34,5,53
Street Light - 1/Out,13-00376428,4-Apr-13,8-Apr-13,10315 S MILLARD AVE ,Relamped,1153825.9,1835836.3,60655,19,22,74
Street Light - 1/Out,13-00376501,4-Apr-13,5-Apr-13,2550 W 104TH PL ,Service Street Light Controller,1161143.995,1835254.53,60655,19,22,72
Street Light - 1/Out,13-00376514,4-Apr-13,5-Apr-13,11458 S OAKLEY AVE ,Found Open Cables - Repaired,1162928.082,1828543.045,60643,19,22,75
Street Light - 1/Out,13-00376515,4-Apr-13,9-Apr-13,4729 S PAULINA ST ,Replaced Fixture,1165807.242,1873346.395,60609,20,9,61
Street Light - 1/Out,13-00376527,4-Apr-13,5-Apr-13,9300 S MAY ST ,Relamped,1170289.244,1843119.352,60620,21,22,73
Street Light - 1/Out,13-00376528,4-Apr-13,19-Apr-13,6400 S SACRAMENTO AVE ,Replaced Fixture,1157483.542,1862049.992,60629,15,8,66
Street Light - 1/Out,13-00376529,4-Apr-13,5-Apr-13,6208 S ARCHER AVE ,Replaced Starter,1136543.339,1867944.967,60638,23,8,56
Street Light - 1/Out,13-00376533,4-Apr-13,5-Apr-13,6098 S ARCHER AVE ,Replaced Fixture,1137787.333,1868210.956,60638,23,8,56
Street Light - 1/Out,13-00376694,4-Apr-13,10-Apr-13,8401 S KOMENSKY AVE ,Replaced Fuse,1150865.065,1848549.734,60652,18,8,70
Street Light - 1/Out,13-00376721,4-Apr-13,4-Apr-13,100 W ROOSEVELT RD ,Relamped,1175703.417,1895044.913,60605,2,1,32
Street Light - 1/Out,13-00376731,4-Apr-13,5-Apr-13,1 N STATE ST ,Relamped,1176375.591,1900395.81,60602,42,1,32
Street Light - 1/Out,13-00376746,4-Apr-13,4-Apr-13,5503 W BARRY AVE ,Replaced Fixture,1139125.524,1920067.435,60641,31,25,19
Street Light - 1/Out,13-00376749,4-Apr-13,4-Apr-13,2815 N LINDER AVE ,Replaced Fixture,1139222.581,1918174.494,60641,31,25,19
Street Light - 1/Out,13-00376750,4-Apr-13,4-Apr-13,2855 N LINDER AVE ,Replaced Fixture,1139213.862,1918442.5,60641,31,25,19
Street Light - 1/Out,13-00376754,4-Apr-13,4-Apr-13,5215 W GEORGE ST ,Relamped,1141107.684,1918783.205,60641,31,25,19
Street Light - 1/Out,13-00376839,4-Apr-13,4-Apr-13,5049 W WRIGHTWOOD AVE ,Replaced Fixture,1142285.056,1916825.866,60639,31,25,19
Street Light - 1/Out,13-00376840,4-Apr-13,4-Apr-13,5100 W DEMING PL ,Remade Splices,1141958.692,1916487.398,60639,31,25,19
Street Light - 1/Out,13-00376844,4-Apr-13,4-Apr-13,2514 N CICERO AVE ,Relamped,1143972.574,1916375.69,60639,31,25,19
Street Light - 1/Out,13-00376845,4-Apr-13,4-Apr-13,2757 N LAMON AVE ,Relamped,1143241.518,1917969.648,60639,31,25,19
Street Light - 1/Out,13-00376847,4-Apr-13,4-Apr-13,2407 N LAVERGNE AVE ,Relamped,1142659.539,1915580.388,60639,31,25,19
Street Light - 1/Out,13-00376865,4-Apr-13,4-Apr-13,21 N DAMEN AVE ,Replaced Fixture,1163073.803,1900227.611,60612,27,12,28
Street Light - 1/Out,13-00376867,4-Apr-13,4-Apr-13,29 N DAMEN AVE ,Replaced Fixture,1163071.803,1900308.711,60612,27,12,28
Street Light - 1/Out,13-00376869,4-Apr-13,4-Apr-13,45 N DAMEN AVE ,Relamped,1163068.903,1900411.511,60612,27,12,28
Street Light - 1/Out,13-00376875,4-Apr-13,4-Apr-13,1957 W WASHINGTON BLVD ,Relamped,1163343.732,1900700.578,60612,27,12,28
Street Light - 1/Out,13-00376878,4-Apr-13,4-Apr-13,36 N OAKLEY BLVD ,Relamped,1161077.257,1900317.122,60612,2,12,28
Street Light - 1/Out,13-00376911,4-Apr-13,8-Apr-13,1442 S CENTRAL PARK AVE ,Replaced Fuse,1152606.644,1892807.256,60623,24,10,29
Street Light - 1/Out,13-00377408,4-Apr-13,5-Apr-13,2206 N MOODY AVE ,Remade Splices,1135044.988,1914034.755,60639,29,25,19
Street Light - 1/Out,13-00377763,4-Apr-13,9-Apr-13,5700 N SHERIDAN RD ,Straighten & Secure Electrical Equipment,1168605.775,1938053.879,60660,48,20,77
Street Light - 1/Out,13-00378535,4-Apr-13,8-Apr-13,1946 N NATOMA AVE ,Restrung Aerial,1131773.193,1912218.077,60707,36,25,25
Street Light - 1/Out,13-00379259,4-Apr-13,5-Apr-13,508 W 107TH ST ,Straighten & Secure Electrical Equipment,1174772.205,1833942.011,60628,34,22,49
Street Light - 1/Out,13-00379437,4-Apr-13,5-Apr-13,4101 W 59TH ST ,Service Street Light Controller,1150035.088,1865162.729,60629,13,8,65
Street Light - 1/Out,13-00379720,4-Apr-13,5-Apr-13,6920 N HARLEM AVE ,Replaced Fixture,1127382.985,1945537.34,60631,41,16,9
Street Light - 1/Out,13-00380808,4-Apr-13,9-Apr-13,9141 S RACINE AVE ,Relamped,1169929.825,1844166.897,60620,21,22,73
Street Light - 1/Out,13-00381084,4-Apr-13,5-Apr-13,8451 S HOYNE AVE ,Service Street Light Controller,1163830.548,1848588.746,60620,18,6,71
Street Light - 1/Out,13-00381326,4-Apr-13,10-Apr-13,7030 N OAKLEY AVE ,Found Open in Temp - Repaired,1159603.884,1946741.981,60645,50,24,2
Street Light - 1/Out,13-00381336,4-Apr-13,11-Apr-13,2155 N CICERO AVE ,Replaced Fixture,1144041,1913985.455,60639,31,25,19
Street Light - 1/Out,13-00381362,4-Apr-13,5-Apr-13,4804 W DEMING PL ,Relamped,1143939.505,1916536.202,60639,31,25,19
Street Light - 1/Out,13-00381391,4-Apr-13,5-Apr-13,1149 N MASSASOIT AVE ,Replaced Starter,1137808.812,1907080.983,60651,29,15,25
Street Light - 1/Out,13-00381415,4-Apr-13,8-Apr-13,3728 W 66TH ST ,Remade Splices,1152653.992,1860584.493,60629,13,8,65
Street Light - 1/Out,13-00381427,4-Apr-13,18-Apr-13,1920 N MOHAWK ST ,Replaced Fixture,1172297.293,1913038.05,60614,43,18,7
Street Light - 1/Out,13-00381436,4-Apr-13,5-Apr-13,2145 W 83RD ST ,Remade Splices,1163394.95,1849584.114,60620,18,6,71
Street Light - 1/Out,13-00381438,4-Apr-13,9-Apr-13,211 E 81ST ST ,Replaced Socket,1179047.82,1851346.335,60619,6,6,44
Street Light - 1/Out,13-00381439,4-Apr-13,5-Apr-13,2861 W 83RD PL ,Relamped,1158640.722,1849132.86,60652,18,8,70
Street Light - 1/Out,13-00381465,4-Apr-13,9-Apr-13,1400 W CATALPA AVE ,Relamped,1165990.028,1936639.236,60640,48,20,77
Street Light - 1/Out,13-00381490,4-Apr-13,5-Apr-13,8800 S LOOMIS ST ,Replaced Fixture,1168536.32,1846398.387,60620,21,22,71
Street Light - 1/Out,13-00381544,4-Apr-13,8-Apr-13,134 E 123RD ST ,Service Street Light Controller,1179419.407,1823434.521,60628,9,5,53
Street Light - 1/Out,13-00381554,4-Apr-13,10-Apr-13,3530 N WILTON AVE ,Relamped,1169309.24,1923638.453,60657,44,19,6
Street Light - 1/Out,13-00381558,5-Apr-13,10-Apr-13,3532 N RETA AVE ,Relamped,1169965.96,1923670.976,60657,44,19,6
Street Light - 1/Out,13-00381651,5-Apr-13,8-Apr-13,2855 S MILLARD AVE ,Remade Splices,1152501.447,1884775.679,60623,22,10,30
Street Light - 1/Out,13-00381683,5-Apr-13,8-Apr-13,8459 S WABASH AVE ,Replaced Fixture,1178185.364,1848927.808,60619,6,6,44
Street Light - 1/Out,13-00381693,5-Apr-13,5-Apr-13,2301 W MADISON ST ,Relamped,1161079.499,1899968.262,60612,2,12,28
Street Light - 1/Out,13-00381696,5-Apr-13,5-Apr-13,2228 W ADAMS ST ,Relamped,1161462.746,1899039.516,60612,2,12,28
Street Light - 1/Out,13-00381697,5-Apr-13,5-Apr-13,2335 W MONROE ST ,Relamped,1160884.664,1899483.847,60612,2,12,28
Street Light - 1/Out,13-00381701,5-Apr-13,5-Apr-13,21 S LEAVITT ST ,Relamped,1161750.598,1899890.815,60612,2,12,28
Street Light - 1/Out,13-00381718,5-Apr-13,5-Apr-13,5826 N ELSTON AVE ,Relamped,1136645.16,1938468.666,60646,45,16,11
Street Light - 1/Out,13-00381719,5-Apr-13,5-Apr-13,5659 N MILWAUKEE AVE ,Relamped,1135858.947,1937397.137,60646,45,16,11
Street Light - 1/Out,13-00381720,5-Apr-13,5-Apr-13,5632 N MILWAUKEE AVE ,Relamped,1136005.147,1937185.637,60646,45,16,11
Street Light - 1/Out,13-00381722,5-Apr-13,5-Apr-13,5647 N MILWAUKEE AVE ,Replaced Fixture,1135909.747,1937323.837,60646,45,16,11
Street Light - 1/Out,13-00382303,5-Apr-13,9-Apr-13,1920 N LINCOLN AVE ,Service Street Light Controller,1173764.701,1913130.337,60614,43,18,7
Street Light - 1/Out,13-00382462,5-Apr-13,15-Apr-13,6800 S MAPLEWOOD AVE ,Replaced Fuse,1160545.594,1859477.067,60629,15,8,66
Street Light - 1/Out,13-00384264,5-Apr-13,16-Apr-13,6813 S KILBOURN AVE ,Relamped,1147550.179,1859092.857,60629,13,8,65
Street Light - 1/Out,13-00384363,5-Apr-13,11-Apr-13,556 E 88TH PL ,Service Street Light Controller,1181499.639,1846423.845,60619,6,6,44
Street Light - 1/Out,13-00384900,5-Apr-13,10-Apr-13,7041 W HIGGINS AVE ,Replaced Starter,1128270.384,1935890.153,60656,41,16,10
Street Light - 1/Out,13-00387117,5-Apr-13,8-Apr-13,124 S MAYFIELD AVE ,Relamped,1137297.088,1898886.406,60644,29,15,25
Street Light - 1/Out,13-00387188,5-Apr-13,10-Apr-13,8133 S MICHIGAN AVE ,Relamped,1178564.303,1851109.585,60619,6,6,44
Street Light - 1/Out,13-00387297,5-Apr-13,17-Apr-13,7725 S EAST END AVE ,Relamped,1188876.909,1854093.161,60649,8,4,43
Street Light - 1/Out,13-00387475,5-Apr-13,11-Apr-13,4816 W BERENICE AVE ,Replaced Fixture,1143569.222,1925156.344,60641,45,16,15
Street Light - 1/Out,13-00387491,5-Apr-13,8-Apr-13,3233 S OAKLEY AVE ,Replaced Circuit Breaker,1161482.55,1883068.38,60608,12,9,59
Street Light - 1/Out,13-00387505,5-Apr-13,12-Apr-13,10325 S MUSKEGON AVE ,Service Street Light Controller,1196777.23,1837048.81,60617,10,4,51
Street Light - 1/Out,13-00387533,5-Apr-13,9-Apr-13,9817 S PEORIA ST ,Replaced Fixture,1172047.62,1839640.03,60643,21,22,73
Street Light - 1/Out,13-00387818,5-Apr-13,5-Apr-13,11341 S TALMAN AVE ,Relamped,1160746.96,1829320.165,60655,19,22,75
Street Light - 1/Out,13-00388199,6-Apr-13,15-Apr-13,1801 N FRANCISCO AVE ,Relamped,1156849.566,1911874.359,60647,35,14,22
Street Light - 1/Out,13-00388554,6-Apr-13,17-Apr-13,7946 S KINGSTON AVE ,Service Street Light Controller,1194566.3,1852756.803,60617,7,4,46
Street Light - 1/Out,13-00389163,6-Apr-13,9-Apr-13,626 W 96TH ST ,Relamped,1173714.979,1841211.661,60628,21,22,73
Street Light - 1/Out,13-00389389,6-Apr-13,6-Apr-13,3918 N OCONTO AVE ,Replaced Powerdoor,1127038.296,1925196.409,60634,38,16,17
Street Light - 1/Out,13-00389406,6-Apr-13,16-Apr-13,3318 W 86TH ST ,Relamped,1155691.62,1847496.72,60652,18,8,70
Street Light - 1/Out,13-00389892,6-Apr-13,10-Apr-13,5739 W 63RD ST ,Relamped,1139121.41,1862197.14,60638,13,8,64
Street Light - 1/Out,13-00389953,6-Apr-13,10-Apr-13,1212 N LA SALLE DR ,Replaced Fixture,1174915.088,1908424.392,60610,43,18,8
Street Light - 1/Out,13-00390197,6-Apr-13,15-Apr-13,4645 S KARLOV AVE ,Relamped,1149805.802,1873516.255,60632,14,8,57
Street Light - 1/Out,13-00390219,6-Apr-13,25-Apr-13,3438 W WALNUT ST ,Replaced Powerdoor,1153418.185,1901461.13,60624,28,11,27
Street Light - 1/Out,13-00390324,6-Apr-13,15-Apr-13,7329 S CLAREMONT AVE ,Service Street Light Controller,1162005.813,1856003.389,60636,18,8,66
Street Light - 1/Out,13-00390396,6-Apr-13,9-Apr-13,9233 S NORMAL AVE ,Service Street Light Controller,1174587.543,1843673.851,60620,21,22,73
Street Light - 1/Out,13-00390454,6-Apr-13,15-Apr-13,523 W 62ND ST ,Service Street Light Controller,1173776.259,1863814.613,60621,20,7,68
Street Light - 1/Out,13-00390498,6-Apr-13,9-Apr-13,8301 S DR MARTIN LUTHER KING JR DR ,Found Low Voltage - Repaired,1180353.396,1850048.372,60619,6,6,44
Street Light - 1/Out,13-00390564,6-Apr-13,10-Apr-13,6436 S GREEN ST ,Service Street Light Controller,1171733.8,1862161.21,60621,16,7,68
Street Light - 1/Out,13-00392094,7-Apr-13,9-Apr-13,7844 S DR MARTIN LUTHER KING JR DR ,Relamped,1180263.991,1853084.974,60619,6,6,69
Street Light - 1/Out,13-00392157,7-Apr-13,8-Apr-13,7600 N BOSWORTH AVE ,Relamped,1164634.59,1950345.979,60626,49,24,1
Street Light - 1/Out,13-00392158,7-Apr-13,16-May-13,8145 S WOOD ST ,Relamped,1165764.996,1850670.79,60620,18,6,71
Street Light - 1/Out,13-00392283,7-Apr-13,9-Apr-13,3549 N CENTRAL AVE ,Replaced Pole Wire,1138391.403,1923135.752,60634,38,16,15
Street Light - 1/Out,13-00392430,7-Apr-13,10-Apr-13,7910 S DR MARTIN LUTHER KING JR DR ,Relamped,1180274.693,1852648.184,60619,6,6,44
Street Light - 1/Out,13-00392547,8-Apr-13,8-Apr-13,2747 W JARVIS AVE ,Found Open in Temp - Repaired,1156689.51,1948957.339,60645,50,24,2
Street Light - 1/Out,13-00392667,8-Apr-13,11-Apr-13,2559 W WARREN BLVD ,Relamped,1159403.437,1900265.972,60612,2,12,28
Street Light - 1/Out,13-00392669,8-Apr-13,11-Apr-13,3259 W ROOSEVELT RD ,Relamped,1154743.71,1894522.91,60624,24,10,29
Street Light - 1/Out,13-00392675,8-Apr-13,29-Apr-13,3358 W ROOSEVELT RD ,Relamped,1154083.87,1894507.795,60624,24,11,29
Street Light - 1/Out,13-00392676,8-Apr-13,9-May-13,1309 N CLEVELAND AVE ,Remade Splices,1172750.29,1909092.71,60610,27,18,8
Street Light - 1/Out,13-00392714,8-Apr-13,15-Apr-13,2300 W 68TH ST ,Replaced Powerdoor,1162238.469,1859517.65,60636,17,8,66
Street Light - 1/Out,13-00392716,8-Apr-13,9-Apr-13,4333 S WALLACE ST ,Relamped,1172919.045,1876057.49,60609,11,9,61
Street Light - 1/Out,13-00392717,8-Apr-13,10-Apr-13,5300 S NEVA AVE ,Relamped,1129578.18,1868622.64,60638,23,8,56
Street Light - 1/Out,13-00392718,8-Apr-13,12-Apr-13,5007 S CHRISTIANA AVE ,Restrung Aerial,1154887.524,1871230.664,60632,14,8,63
Street Light - 1/Out,13-00392719,8-Apr-13,12-Apr-13,3040 S MILLARD AVE ,Service Street Light Controller,1152517.347,1884208.779,60623,22,10,30
Street Light - 1/Out,13-00392725,8-Apr-13,18-Apr-13,8200 S MARYLAND AVE ,Replaced Fixture,1183330.837,1850808.625,60619,8,6,44
Street Light - 1/Out,13-00392789,8-Apr-13,8-Apr-13,3641 N PULASKI RD ,Straighten & Secure Electrical Equipment,1149077.856,1924014,60641,30,17,16
Street Light - 1/Out,13-00392800,8-Apr-13,11-Apr-13,5616 W MADISON ST ,Replaced Fixture,1138891.557,1899459.804,60644,29,15,25
Street Light - 1/Out,13-00392802,8-Apr-13,9-Apr-13,4949 N NEVA AVE ,Replaced Pole Wire,1127659.892,1932455.485,60656,41,16,10
Street Light - 1/Out,13-00392804,8-Apr-13,15-Apr-13,3136 N CENTRAL PARK AVE ,Replaced Fixture,1151842.792,1920619.568,60618,35,25,21
Street Light - 1/Out,13-00392805,8-Apr-13,10-Apr-13,2216 N NAGLE AVE ,Relamped,1133053.499,1914030.929,60707,36,25,19
Street Light - 1/Out,13-00392885,8-Apr-13,8-Apr-13,241 N KILBOURN AVE ,Remade Splices,1146346.83,1901055.008,60624,28,11,26
Street Light - 1/Out,13-00392886,8-Apr-13,8-Apr-13,2841 N KILBOURN AVE ,Remade Splices,1145893.939,1918511.107,60641,31,25,20
Street Light - 1/Out,13-00392887,8-Apr-13,8-Apr-13,4408 W WELLINGTON AVE ,Remade Splices,1146435.685,1919583.823,60641,31,25,20
Street Light - 1/Out,13-00392963,8-Apr-13,8-Apr-13,1900 W TAYLOR ST ,Replaced Powerdoor,1163913.96,1895600.884,60612,2,12,28
Street Light - 1/Out,13-00392964,8-Apr-13,8-Apr-13,818 S WOLCOTT AVE ,Relamped,1163892.25,1896375.115,60612,2,12,28
Street Light - 1/Out,13-00392965,8-Apr-13,8-Apr-13,838 S WOLCOTT AVE ,Relamped,1163894.85,1896280.115,60612,2,12,28
Street Light - 1/Out,13-00392968,8-Apr-13,8-Apr-13,954 S WOOD ST ,Relamped,1164530.114,1895793.944,60612,2,12,28
Street Light - 1/Out,13-00392971,8-Apr-13,8-Apr-13,1609 W TAYLOR ST ,Relamped,1165784.051,1895651.857,60612,2,12,28
Street Light - 1/Out,13-00392973,8-Apr-13,8-Apr-13,1129 S HERMITAGE AVE ,Relamped,1164882.552,1895150.312,60612,2,12,28
Street Light - 1/Out,13-00392974,8-Apr-13,8-Apr-13,903 S ASHLAND AVE ,Relamped,1165874.608,1896071.653,60607,2,12,28
Street Light - 1/Out,13-00393277,8-Apr-13,18-Apr-13,7550 S EGGLESTON AVE ,Found Open in Temp - Repaired,1174592.312,1855198.859,60620,17,6,69
Street Light - 1/Out,13-00393557,8-Apr-13,11-Apr-13,6938 W ARMITAGE AVE ,Relamped,1129696.491,1912530.385,60707,36,25,25
Street Light - 1/Out,13-00393939,8-Apr-13,8-Apr-13,7505 S LUELLA AVE ,Relamped,1192510.796,1855642.104,60649,7,4,43
Street Light - 1/Out,13-00393947,8-Apr-13,8-Apr-13,7507 S LUELLA AVE ,Relamped,1192510.896,1855628.704,60649,7,4,43
Street Light - 1/Out,13-00393952,8-Apr-13,8-Apr-13,2359 E 77TH ST ,Relamped,1193338.032,1854372.429,60649,7,4,43
Street Light - 1/Out,13-00394138,8-Apr-13,8-Apr-13,8948 S MERRILL AVE ,Replaced Fixture,1192065.204,1846060.483,60617,7,4,48
Street Light - 1/Out,13-00394149,8-Apr-13,8-Apr-13,9022 S MERRILL AVE ,Replaced Fixture,1192079.016,1845570.203,60617,7,4,48
Street Light - 1/Out,13-00394154,8-Apr-13,8-Apr-13,2141 E 90TH ST ,Replaced Fixture,1192119.716,1845719.003,60617,7,4,48
Street Light - 1/Out,13-00394161,8-Apr-13,8-Apr-13,8959 S MERRILL AVE ,Replaced Fixture,1192067.316,1845986.603,60617,7,4,48
Street Light - 1/Out,13-00394168,8-Apr-13,8-Apr-13,8922 S PAXTON AVE ,Replaced Fixture,1192391.147,1846244.069,60617,7,4,48
Street Light - 1/Out,13-00394176,8-Apr-13,8-Apr-13,8942 S PAXTON AVE ,Replaced Fixture,1192395.147,1846109.669,60617,7,4,48
Street Light - 1/Out,13-00394183,8-Apr-13,8-Apr-13,9001 S CRANDON AVE ,Replaced Fixture,1193071.39,1845738.544,60617,7,4,48
Street Light - 1/Out,13-00394684,8-Apr-13,12-Apr-13,6552 S HONORE ST ,Replaced Refractor,1165140.194,1861225.238,60636,15,7,67
Street Light - 1/Out,13-00394977,8-Apr-13,15-Apr-13,1955 W 101ST ST ,Service Street Light Controller,1165070.82,1837684.296,60643,19,22,72
Street Light - 1/Out,13-00395501,8-Apr-13,9-Apr-13,800 W WILSON AVE ,Replaced Refractor,1170084.3,1930754.697,60640,46,19,3
Street Light - 1/Out,13-00395586,8-Apr-13,15-Apr-13,2529 W GRENSHAW ST ,Replaced Fixture,1159711.496,1894961.21,60612,28,11,28
Street Light - 1/Out,13-00395964,8-Apr-13,11-Apr-13,4310 W WILCOX ST ,Replaced Fixture,1147681.298,1898988.486,60624,28,11,26
Street Light - 1/Out,13-00396110,8-Apr-13,10-Apr-13,4740 N LAWNDALE AVE ,Relamped,1150867.115,1931246.578,60625,39,17,14
Street Light - 1/Out,13-00396605,8-Apr-13,10-Apr-13,7536 S HAMLIN AVE ,Relamped,1152029.773,1854248.52,60652,18,8,70
Street Light - 1/Out,13-00397999,8-Apr-13,17-Apr-13,11452 S BELL AVE ,Relamped,1163530.336,1828460.298,60643,19,22,75
Street Light - 1/Out,13-00398218,8-Apr-13,15-Apr-13,7329 N DAMEN AVE ,Service Street Light Controller,1161661.31,1948688.74,60645,49,24,1
Street Light - 1/Out,13-00398365,8-Apr-13,10-Apr-13,5244 N LA CROSSE AVE ,Replaced Photo Cell,1143054.842,1934557.843,60630,45,16,12
Street Light - 1/Out,13-00398500,8-Apr-13,12-Apr-13,11633 S PRINCETON AVE ,Service Street Light Controller,1176368.398,1827790.516,60628,34,5,53
Street Light - 1/Out,13-00398592,8-Apr-13,8-Apr-13,1200 N CALIFORNIA AVE ,Relamped,1157509.365,1907858.634,60622,26,14,24
Street Light - 1/Out,13-00398666,8-Apr-13,9-Apr-13,3045 N CALIFORNIA AVE ,Grounded Circuit,1157179.894,1920221.053,60618,1,14,21
Street Light - 1/Out,13-00398758,8-Apr-13,12-Apr-13,6748 S HONORE ST ,Relamped,1165179.628,1859927.453,60636,15,7,67
Street Light - 1/Out,13-00398767,8-Apr-13,9-Apr-13,1324 W 97TH ST ,Relamped,1169207.468,1840590.769,60643,21,22,73
Street Light - 1/Out,13-00398796,8-Apr-13,11-Apr-13,7741 S MERRILL AVE ,Service Street Light Controller,1191879.013,1854060.959,60649,8,4,43
Street Light - 1/Out,13-00398829,8-Apr-13,12-Apr-13,2758 E 128TH ST ,Relamped,1196550.448,1820690.519,60633,10,4,55
Street Light - 1/Out,13-00398875,8-Apr-13,11-Apr-13,2353 E 70TH PL ,Service Street Light Controller,1193088.464,1858668.318,60649,5,3,43
Street Light - 1/Out,13-00398880,8-Apr-13,9-Apr-13,8929 S EGGLESTON AVE ,Service Street Light Controller,1174859.923,1845740.217,60620,21,22,71
Street Light - 1/Out,13-00398904,8-Apr-13,10-Apr-13,2545 W ALTGELD ST ,Found Open Cables - Repaired,1158872.173,1916525.966,60647,1,14,22
Street Light - 1/Out,13-00398986,8-Apr-13,23-Apr-13,150 N COLUMBUS DR ,Service Street Light Controller,1178318.613,1901313,60601,42,1,32
Street Light - 1/Out,13-00399009,8-Apr-13,9-Apr-13,6135 W WARWICK AVE ,Remade Splices,1134799.48,1924295.867,60634,38,16,17
Street Light - 1/Out,13-00399277,9-Apr-13,17-Apr-13,1418 W 94TH ST ,Replaced Fixture,1168454.263,1842407.334,60620,21,22,73
Street Light - 1/Out,13-00399360,9-Apr-13,9-Apr-13,2615 E 92ND ST ,Replaced Fuse,1195266.987,1844471.49,60617,7,4,48
Street Light - 1/Out,13-00399366,9-Apr-13,9-Apr-13,2655 E 92ND ST ,Replaced Fixture,1195594.393,1844480.178,60617,7,4,48
Street Light - 1/Out,13-00399367,9-Apr-13,9-Apr-13,9212 S ANTHONY AVE ,Replaced Fixture,1196471.803,1844372.296,60617,7,4,48
